`id`,`url`,`name`,`description`,`domain`
10752463,https://api.github.com/repos/jeshuamaxey/ferret,ferret,A powerful tool for high information events. Collaborate with your community to filter the noise on Twitter and discover the most relevant, interesting and credible updates.,
10773454,https://api.github.com/repos/aclissold/The-Oakland-Post,The-Oakland-Post,The Oakland Post iOS App,
10777706,https://api.github.com/repos/hammerjs/hammer.js,hammer.js,A javascript library for multi-touch gestures :// You can touch this,
10784470,https://api.github.com/repos/square/assertj-android,assertj-android,A set of AssertJ helpers geared toward testing Android.,
10803994,https://api.github.com/repos/drewbkoch/Brackets-File-Icons,Brackets-File-Icons,File icons in Brackets editor's file tree,
10812016,https://api.github.com/repos/theupswell/appengine-counter,appengine-counter,A high-performance sharded counter implementation for Google Appengine.,
10814377,https://api.github.com/repos/Kennyc1012/OpenImgur,OpenImgur,Imgur Client,
10815238,https://api.github.com/repos/yahoo/react-intl,react-intl,React Components for internationalization.,
10817458,https://api.github.com/repos/lindegroup/autopkgr,autopkgr,AutoPkgr,
10819648,https://api.github.com/repos/typester/gate,gate,
10829089,https://api.github.com/repos/benignware/schedulable,schedulable,Handling recurring events in rails,
10829314,https://api.github.com/repos/openexchangerates/accounting.js,accounting.js,A lightweight JavaScript library for number, money and currency formatting - fully localisable, zero dependencies.,
10832091,https://api.github.com/repos/TransitApp/SVProgressHUD,SVProgressHUD,A clean and lightweight progress HUD for your iOS app.,
10832897,https://api.github.com/repos/TransitApp/SVWebViewController,SVWebViewController,A drop-in inline browser for your iOS app.,
10832960,https://api.github.com/repos/strongloop/loopback-example-app,loopback-example-app,LoopBack Example Application,
10834528,https://api.github.com/repos/rlabbe/filterpy,filterpy,Optimal and non-optimal filters in Python. Kalman, g-h, least squares, and more.,
10854850,https://api.github.com/repos/alex/Shore,Shore,A statically typed programming language with inspiration from C++, Python, and others.,
10859865,https://api.github.com/repos/pra85/final_project-master,final_project-master,pull and merge,
10905378,https://api.github.com/repos/pfil/match-play,match-play,
10910878,https://api.github.com/repos/wooorm/franc,franc,Natural language detection,
10936889,https://api.github.com/repos/ethanresnick/json-api,json-api,
10947458,https://api.github.com/repos/ankane/pghero,pghero,Database insights made easy,
10953007,https://api.github.com/repos/mozilla/fireplay-sublime,fireplay-sublime,A fantastic plugin connecting your favorite editor with your favorite web debugger,
10955983,https://api.github.com/repos/cognitect/transit-format,transit-format,A data interchange format.,
10956038,https://api.github.com/repos/cognitect/transit-java,transit-java,
10956567,https://api.github.com/repos/bcowdery/albamidwifery-website,albamidwifery-website,Portfolio website for Viv Maclean at Alba Midwifery,
10963081,https://api.github.com/repos/cihadturhan/jquery-aim,jquery-aim,jQuery plugin which guesses which element user is going to be hovered/clicked.,
10964976,https://api.github.com/repos/phpextra/sorter,sorter,OO interface for sorting collections in PHP,
11001304,https://api.github.com/repos/processing/processing-android-archive,processing-android-archive,
11006951,https://api.github.com/repos/Guaribus/datasciencecoursera,datasciencecoursera,
11026907,https://api.github.com/repos/cytadela8/BlockOut,BlockOut,BlockOut with random map generator,
11034513,https://api.github.com/repos/Julita0985/datasciencecoursera,datasciencecoursera,
11061859,https://api.github.com/repos/tmux-plugins/tpm,tpm,Tmux Plugin Manager,
11066875,https://api.github.com/repos/blach/NSJSONSerialization-Comments,NSJSONSerialization-Comments,Adds C style comment support as an NSJSONSerialization category,
11072255,https://api.github.com/repos/wazery/ratyrate,ratyrate,:star: A Ruby Gem that wraps the functionality of jQuery Raty library, and provides optional IMDB style rating.,
11080800,https://api.github.com/repos/frozeman/meteor-animation-helper-velocity,meteor-animation-helper-velocity,
,
Animates elements inside a {{> AnimateWithVelocity}} block, by adding specific attributes to elements.,
Animates elements inside a {{> AnimateWithVelocity}} block, by adding specific attributes to elements.,
"Animates elements inside a {{> AnimateWithVeloc""",
11083412,https://api.github.com/repos/Ritika-Bhatt/esdl-Ritika-Bhatt,esdl-Ritika-Bhatt,
11095632,https://api.github.com/repos/rstacruz/hicat,hicat,Command-line syntax highlighter,
11107988,https://api.github.com/repos/php/php-langspec,php-langspec,PHP Language Specification,
11120703,https://api.github.com/repos/casidiablo/multidex,multidex,
11127510,https://api.github.com/repos/KleeGroup/focus,focus,Easy framework for single page application.,
11132347,https://api.github.com/repos/mitro-co/mitro,mitro,Repository for all Mitro client & server code,
11139593,https://api.github.com/repos/emacs-tw/awesome-emacs,awesome-emacs,A community driven list of useful Emacs packages, libraries and others.,
11144636,https://api.github.com/repos/webpack/react-starter,react-starter,Starter template for React with webpack. Doesn't focus on simplicity! NOT FOR BEGINNERS!,
11165808,https://api.github.com/repos/likeastore/heartbeat,heartbeat,Health monitoring of HTTP services and databases.,
11173957,https://api.github.com/repos/kayellpeee/subclass-dance-party,subclass-dance-party,
11175147,https://api.github.com/repos/HozakaN/MaterialDesignColorPalette,MaterialDesignColorPalette,
11176827,https://api.github.com/repos/aldeed/meteor-template-extension,meteor-template-extension,A Meteor package: Replace already defined templates, inherit helpers and events from other templates,
11182376,https://api.github.com/repos/enaqx/awesome-pentest,awesome-pentest,A collection of awesome penetration testing resources, tools and other shiny things,
11183490,https://api.github.com/repos/Modificator/water-wave-progress,water-wave-progress,¾¡«¾_¢¾ÎäÀÝŒ¼_Šü_Œà•_ÎŒü__øŒ_¢ÀÝŒ¼_¾Á,
11197300,https://api.github.com/repos/lochmueller/calendarize,calendarize,"TYPO3 Calendar - \""calendarize\""",
"11212499""",https://api.github.com/repos/node-forward/welcome,welcome,Building an entry point for those coming to Node.,
11227723,https://api.github.com/repos/adobe-fonts/source-code-pro,source-code-pro,Monospaced font family for user interface and coding environments,
11228451,https://api.github.com/repos/reflux/refluxjs,refluxjs,A simple library for uni-directional dataflow application architecture with React extensions inspired by Flux,
11238565,https://api.github.com/repos/pazguille/offline-first,offline-first,Everything you need to know to create offline-first web apps.,
11265367,https://api.github.com/repos/matthewwithanm/monorouter,monorouter,An isomorphic JS router,
11291526,https://api.github.com/repos/AeroNotix/lispkit,lispkit,A lisp browser using WebKit,
11297052,https://api.github.com/repos/gridem/Synca,Synca,Synchronous asynchrony using coroutines,
11318999,https://api.github.com/repos/ierror/django-js-reverse,django-js-reverse,Javascript url handling for Django that doesn't hurt.,
11323491,https://api.github.com/repos/thehydroimpulse/nanomsg.rs,nanomsg.rs,Nanomsg library for Rust,
11338993,https://api.github.com/repos/CobreGratis/boletophp,boletophp,Projeto CÌ_digo-Aberto de Sistema de Boletos bancÌÁrios em PHP,
11348682,https://api.github.com/repos/mn-works/edu,edu,my first plan,
11362536,https://api.github.com/repos/styledown/styledown,styledown,Markdown-based styleguide generator,
11384611,https://api.github.com/repos/marc-portier/json-bigint,json-bigint,JSON.parse/stringify with bigints support,
11402707,https://api.github.com/repos/tlovett1/_s_backbone,_s_backbone,A WordPress starter theme built off _s and the JSON REST API Backbone client.,
11453235,https://api.github.com/repos/DamonOehlman/peerpair,peerpair,The peerpair module is used to create two connected WebRTC RTCPeerConnection objects on the local machine.,
11467831,https://api.github.com/repos/sebyddd/YouAreAwesome,YouAreAwesome,:star2: Yep, you really are!,
11473240,https://api.github.com/repos/mamaral/Onboard,Onboard,
11474560,https://api.github.com/repos/knownsec/KCon,KCon,KCon is a famous Hacker Con powered by Knownsec Team.,
11494393,https://api.github.com/repos/activeadmin/activeadmin,activeadmin,The administration framework for Ruby on Rails applications.,
11512622,https://api.github.com/repos/maggit/proyectox-mejorandola,proyectox-mejorandola,Prelaunch signup landing page,
11537177,https://api.github.com/repos/neekipatel/panamax-contest-templates,panamax-contest-templates,
11554847,https://api.github.com/repos/henszey/etcd-browser,etcd-browser,A quick and easy way to view/edit basic keys in etcd.,
11570176,https://api.github.com/repos/dirkneumann/deepdist,deepdist,Lightning-Fast Deep Learning,
11581362,https://api.github.com/repos/miggitty/points,points,
11588385,https://api.github.com/repos/angrave/SystemProgramming,SystemProgramming,UIUC CS241 Course-specific materials,
11605642,https://api.github.com/repos/jonschlinkert/remarkable,remarkable,Markdown parser and compiler. This project is not ready to install and use. ,
11622535,https://api.github.com/repos/dart-lang/www.dartlang.org,www.dartlang.org,Documentation for the Dart language and tools.,
11625417,https://api.github.com/repos/davidB/metrics-influxdb,metrics-influxdb,A reporter for metrics which announces measurements to an InfluxDB server.,
11662013,https://api.github.com/repos/tsangiotis/JekyllForAndroid,JekyllForAndroid,A client to post on a Jekyll blog,
11668604,https://api.github.com/repos/zyndiecate/matic,matic,Autogenerate clients for web-apps,
11680693,https://api.github.com/repos/pmarcely/openui5-examples,openui5-examples,OpenUI5 examples,
11698195,https://api.github.com/repos/mcmil/wuff,wuff,Gradle plugin for automating assembly of OSGi/Eclipse bundles and applications,
11702237,https://api.github.com/repos/raulfraile/distill,distill,Smart compressed files extractor for PHP,
11704557,https://api.github.com/repos/stormcolor/webclgl,webclgl,Javascript Library for general purpose computing on GPU,
11706023,https://api.github.com/repos/filerjs/filer,filer,Node-like file system for browsers,
11707880,https://api.github.com/repos/duedil-ltd/portainer,portainer,Apache Mesos framework for building Docker images on a cluster of machines,
11720517,https://api.github.com/repos/Ovilia/readfree-chrome-extension,readfree-chrome-extension,± Ò£ ReadFree Š_ÊŽÛŽÑ¬,
11733127,https://api.github.com/repos/davide/docker-zerotier,docker-zerotier,Docker + ZeroTier = <3,
11735060,https://api.github.com/repos/igaro/app,app,Igaro App - Client Javascipt Application Framework,
11737051,https://api.github.com/repos/inaka/erlang_guidelines,erlang_guidelines,Inaka's Erlang Coding Guidelines,
11744765,https://api.github.com/repos/what-studio/profiling,profiling,An interactive continuous Python profiler.,
11746264,https://api.github.com/repos/xhzengAIB/RealTimeBlur,RealTimeBlur,RealTimeBlur applies to the view, transitions, background.,
11753236,https://api.github.com/repos/thephpleague/omnipay,omnipay,A framework agnostic, multi-gateway payment processing library for PHP 5.3+,
11761587,https://api.github.com/repos/Miserlou/Glance-Bookmarklet,Glance-Bookmarklet,A Speed Reading Bookmarklet,
11784159,https://api.github.com/repos/VincentGarreau/particles.js,particles.js,A lightweight JavaScript library for creating particles,
11785544,https://api.github.com/repos/saeedalipoor/icono,icono,One tag One icon, no font or svg, Pure CSS,
11797084,https://api.github.com/repos/stackgl/stackgl.github.io,stackgl.github.io,:computer:,
11802012,https://api.github.com/repos/shu223/iOS8-Sampler,iOS8-Sampler,Code examples for the new features of iOS 8.,
11817714,https://api.github.com/repos/llexaxell/HTML5-Parallax-Template,HTML5-Parallax-Template,A little template HTML with parallax design,
11850935,https://api.github.com/repos/psaravan/JamsMusicPlayer,JamsMusicPlayer,A free, powerful and elegant music player for Android.,
11854803,https://api.github.com/repos/yapstudios/YapDatabase,YapDatabase,YapDatabase is an extensible database for iOS & Mac.,
11912097,https://api.github.com/repos/azer/virtual-html,virtual-html,Convert given HTML into Virtual DOM object,
11924541,https://api.github.com/repos/lancejpollard/mint.js,mint.js,Standard Interface to the Node.js Template Engines. NO LONGER SUPPORTED.,
12059663,https://api.github.com/repos/sydneyche/rails-girls,rails-girls,
12092942,https://api.github.com/repos/gohttp/statsd,statsd,Statsd middleware for reporting on requests.,
12170217,https://api.github.com/repos/yahoo/gifshot,gifshot,  JavaScript library that can create animated GIFs from media streams, videos, or images,
12192051,https://api.github.com/repos/mperham/inspeqtor,inspeqtor,Monitor your application infrastructure!,
12197208,https://api.github.com/repos/sapjax/TimoFM,TimoFM,An full-featured DoubanFM client,
12226983,https://api.github.com/repos/at-import/breakpoint,breakpoint,Really simple media queries in Sass,
12229395,https://api.github.com/repos/wireframe/bundler-updater,bundler-updater,Interactively update your outdated gems,
12260707,https://api.github.com/repos/RUNDSP/luigi-swf,luigi-swf,Spotify's Luigi + Amazon's SWF integration,
12262320,https://api.github.com/repos/sap1ens/scraper,scraper,Scraper example built on Scala, Akka and Jsoup,
12274903,https://api.github.com/repos/quietshu/ding,ding,(BETA) A douban FM client in OS X.,
12280393,https://api.github.com/repos/aashishrathi/ProgrammingAssignment2,ProgrammingAssignment2,Repository for Programming Assignment 2 for R Programming on Coursera,
